"group_code","group_name","isscaap","year","catch_mt"
"AFS","Other Subsaharan Africa","Tunas, bonitos, billfishes",2028,69567.950086633
"AFS","Other Subsaharan Africa","Tunas, bonitos, billfishes",2029,69516.3914159964
"AFS","Other Subsaharan Africa","Tunas, bonitos, billfishes",2030,69481.4929755398
"AGL","Aglink - Individual countries","Abalones, winkles, conchs",2013,103970.584284803
"AGL","Aglink - Individual countries","Abalones, winkles, conchs",2014,102019.861114046
"AGL","Aglink - Individual countries","Abalones, winkles, conchs",2015,100318.058331542
"AGL","Aglink - Individual countries","Abalones, winkles, conchs",2016,98864.7180309213
"AGL","Aglink - Individual countries","Abalones, winkles, conchs",2017,97618.4626679996
"AGL","Aglink - Individual countries","Abalones, winkles, conchs",2018,96546.2602688172
"AGL","Aglink - Individual countries","Abalones, winkles, conchs",2019,95621.3653280426
"AGL","Aglink - Individual countries","Abalones, winkles, conchs",2020,94832.4831348246
"AGL","Aglink - Individual countries","Abalones, winkles, conchs",2021,94247.427377573
"AGL","Aglink - Individual countries","Abalones, winkles, conchs",2022,93959.8445169876
"AGL","Aglink - Individual countries","Abalones, winkles, conchs",2023,93513.623687278
"AGL","Aglink - Individual countries","Abalones, winkles, conchs",2024,93078.8911198474
"AGL","Aglink - Individual countries","Abalones, winkles, conchs",2025,92699.9747417848
"AGL","Aglink - Individual countries","Abalones, winkles, conchs",2026,92369.750657123
"AGL","Aglink - Individual countries","Abalones, winkles, conchs",2027,92082.2351910437
"AGL","Aglink - Individual countries","Abalones, winkles, conchs",2028,91832.2192210651
"AGL","Aglink - Individual countries","Abalones, winkles, conchs",2029,91615.3021136731
"AGL","Aglink - Individual countries","Abalones, winkles, conchs",2030,91427.614239268
"AGL","Aglink - Individual countries","Carps, barbels and other cyprinids",2013,4671.59752530319
"AGL","Aglink - Individual countries","Carps, barbels and other cyprinids",2014,4597.55868644577
"AGL","Aglink - Individual countries","Carps, barbels and other cyprinids",2015,4532.35414625457
"AGL","Aglink - Individual countries","Carps, barbels and other cyprinids",2016,4474.69273262986
"AGL","Aglink - Individual countries","Carps, barbels and other cyprinids",2017,4423.51650845367
"AGL","Aglink - Individual countries","Carps, barbels and other cyprinids",2018,4377.94071707355
"AGL","Aglink - Individual countries","Carps, barbels and other cyprinids",2019,4337.22934151107
"AGL","Aglink - Individual countries","Carps, barbels and other cyprinids",2020,4300.76228397035
"AGL","Aglink - Individual countries","Carps, barbels and other cyprinids",2021,4268.01790812987
"AGL","Aglink - Individual countries","Carps, barbels and other cyprinids",2022,4238.54580511761
"AGL","Aglink - Individual countries","Carps, barbels and other cyprinids",2023,4211.96469858612
"AGL","Aglink - Individual countries","Carps, barbels and other cyprinids",2024,4187.94638362092
"AGL","Aglink - Individual countries","Carps, barbels and other cyprinids",2025,4166.20595042389
"AGL","Aglink - Individual countries","Carps, barbels and other cyprinids",2026,4146.49689615501
"AGL","Aglink - Individual countries","Carps, barbels and other cyprinids",2027,4128.60204692407
"AGL","Aglink - Individual countries","Carps, barbels and other cyprinids",2028,4112.33425609896
"AGL","Aglink - Individual countries","Carps, barbels and other cyprinids",2029,4097.5280246058
"AGL","Aglink - Individual countries","Carps, barbels and other cyprinids",2030,4084.03670769556
"AGL","Aglink - Individual countries","Clams, cockles, arkshells",2013,635598.438143332
"AGL","Aglink - Individual countries","Clams, cockles, arkshells",2014,613656.077571316
"AGL","Aglink - Individual countries","Clams, cockles, arkshells",2015,595764.44868862
"AGL","Aglink - Individual countries","Clams, cockles, arkshells",2016,580806.336924589
"AGL","Aglink - Individual countries","Clams, cockles, arkshells",2017,568031.414698182
"AGL","Aglink - Individual countries","Clams, cockles, arkshells",2018,556958.734676144
"AGL","Aglink - Individual countries","Clams, cockles, arkshells",2019,547251.288712475
"AGL","Aglink - Individual countries","Clams, cockles, arkshells",2020,538665.083733101
"AGL","Aglink - Individual countries","Clams, cockles, arkshells",2021,531018.604631966
"AGL","Aglink - Individual countries","Clams, cockles, arkshells",2022,524168.846830455
"AGL","Aglink - Individual countries","Clams, cockles, arkshells",2023,518002.650641754
"AGL","Aglink - Individual countries","Clams, cockles, arkshells",2024,512414.132604031
"AGL","Aglink - Individual countries","Clams, cockles, arkshells",2025,507237.642700329
"AGL","Aglink - Individual countries","Clams, cockles, arkshells",2026,502532.871039282
"AGL","Aglink - Individual countries","Clams, cockles, arkshells",2027,498218.929739196
"AGL","Aglink - Individual countries","Clams, cockles, arkshells",2028,494274.112670745
"AGL","Aglink - Individual countries","Clams, cockles, arkshells",2029,490662.22774402
"AGL","Aglink - Individual countries","Clams, cockles, arkshells",2030,487341.633495511
"AGL","Aglink - Individual countries","Cods, hakes, haddocks",2013,5977955.26181737
"AGL","Aglink - Individual countries","Cods, hakes, haddocks",2014,5730246.42249063
"AGL","Aglink - Individual countries","Cods, hakes, haddocks",2015,5704270.10546696
"AGL","Aglink - Individual countries","Cods, hakes, haddocks",2016,5726118.88282559
"AGL","Aglink - Individual countries","Cods, hakes, haddocks",2017,5773114.67058916
"AGL","Aglink - Individual countries","Cods, hakes, haddocks",2018,5830793.85860365
"AGL","Aglink - Individual countries","Cods, hakes, haddocks",2019,5890624.22786762
"AGL","Aglink - Individual countries","Cods, hakes, haddocks",2020,5948343.48483086
"AGL","Aglink - Individual countries","Cods, hakes, haddocks",2021,6002182.16772368
"AGL","Aglink - Individual countries","Cods, hakes, haddocks",2022,6051731.35228259
"AGL","Aglink - Individual countries","Cods, hakes, haddocks",2023,6097240.88319463
"AGL","Aglink - Individual countries","Cods, hakes, haddocks",2024,6139236.38675131
"AGL","Aglink - Individual countries","Cods, hakes, haddocks",2025,6178283.190829
"AGL","Aglink - Individual countries","Cods, hakes, haddocks",2026,6214879.93523459
"AGL","Aglink - Individual countries","Cods, hakes, haddocks",2027,6249465.41107718
"AGL","Aglink - Individual countries","Cods, hakes, haddocks",2028,6282330.91934803
"AGL","Aglink - Individual countries","Cods, hakes, haddocks",2029,6313618.685242
"AGL","Aglink - Individual countries","Cods, hakes, haddocks",2030,6343521.11778467
"AGL","Aglink - Individual countries","Crabs, sea-spiders",2013,2098947.65255129
"AGL","Aglink - Individual countries","Crabs, sea-spiders",2014,1989516.28001071
"AGL","Aglink - Individual countries","Crabs, sea-spiders",2015,1979875.63673172
"AGL","Aglink - Individual countries","Crabs, sea-spiders",2016,1937402.06877893
"AGL","Aglink - Individual countries","Crabs, sea-spiders",2017,1881021.29549755
"AGL","Aglink - Individual countries","Crabs, sea-spiders",2018,1837868.08071642
"AGL","Aglink - Individual countries","Crabs, sea-spiders",2019,1795986.54349303
"AGL","Aglink - Individual countries","Crabs, sea-spiders",2020,1766371.30903245
"AGL","Aglink - Individual countries","Crabs, sea-spiders",2021,1741694.4239001
"AGL","Aglink - Individual countries","Crabs, sea-spiders",2022,1697996.72698058
"AGL","Aglink - Individual countries","Crabs, sea-spiders",2023,1671920.82699689
"AGL","Aglink - Individual countries","Crabs, sea-spiders",2024,1648814.96751238
"AGL","Aglink - Individual countries","Crabs, sea-spiders",2025,1627878.67793435
"AGL","Aglink - Individual countries","Crabs, sea-spiders",2026,1609116.83042338
"AGL","Aglink - Individual countries","Crabs, sea-spiders",2027,1592208.19055849
"AGL","Aglink - Individual countries","Crabs, sea-spiders",2028,1577791.35109475
"AGL","Aglink - Individual countries","Crabs, sea-spiders",2029,1569660.64041398
"AGL","Aglink - Individual countries","Crabs, sea-spiders",2030,1564345.18814746
"AGL","Aglink - Individual countries","Flounders, halibuts, soles",2013,1339700.36479537
"AGL","Aglink - Individual countries","Flounders, halibuts, soles",2014,1077756.17359371
"AGL","Aglink - Individual countries","Flounders, halibuts, soles",2015,956929.951199268
"AGL","Aglink - Individual countries","Flounders, halibuts, soles",2016,889020.723709276
"AGL","Aglink - Individual countries","Flounders, halibuts, soles",2017,845158.71841163
"AGL","Aglink - Individual countries","Flounders, halibuts, soles",2018,817437.192928032
"AGL","Aglink - Individual countries","Flounders, halibuts, soles",2019,800042.283643884
"AGL","Aglink - Individual countries","Flounders, halibuts, soles",2020,786687.750814696
"AGL","Aglink - Individual countries","Flounders, halibuts, soles",2021,777877.917845972
"AGL","Aglink - Individual countries","Flounders, halibuts, soles",2022,770996.78702646
"AGL","Aglink - Individual countries","Flounders, halibuts, soles",2023,769479.596349177
"AGL","Aglink - Individual countries","Flounders, halibuts, soles",2024,768093.202165229
"AGL","Aglink - Individual countries","Flounders, halibuts, soles",2025,768696.585288529
"AGL","Aglink - Individual countries","Flounders, halibuts, soles",2026,769656.183874711
"AGL","Aglink - Individual countries","Flounders, halibuts, soles",2027,770048.029732035
"AGL","Aglink - Individual countries","Flounders, halibuts, soles",2028,771007.271222234
"AGL","Aglink - Individual countries","Flounders, halibuts, soles",2029,771868.405618924
"AGL","Aglink - Individual countries","Flounders, halibuts, soles",2030,773232.662712745
"AGL","Aglink - Individual countries","Herrings, sardines, anchovies",2013,5439701.04586683
"AGL","Aglink - Individual countries","Herrings, sardines, anchovies",2014,5134297.29417431
"AGL","Aglink - Individual countries","Herrings, sardines, anchovies",2015,5042949.92612289
"AGL","Aglink - Individual countries","Herrings, sardines, anchovies",2016,4998947.2063706
"AGL","Aglink - Individual countries","Herrings, sardines, anchovies",2017,4976065.71018541
"AGL","Aglink - Individual countries","Herrings, sardines, anchovies",2018,4963936.08230653
"AGL","Aglink - Individual countries","Herrings, sardines, anchovies",2019,4957970.72879445
"AGL","Aglink - Individual countries","Herrings, sardines, anchovies",2020,4955913.42218815
"AGL","Aglink - Individual countries","Herrings, sardines, anchovies",2021,4957945.00225856
"AGL","Aglink - Individual countries","Herrings, sardines, anchovies",2022,4967210.45224134
"AGL","Aglink - Individual countries","Herrings, sardines, anchovies",2023,4981612.23713443
"AGL","Aglink - Individual countries","Herrings, sardines, anchovies",2024,4983568.44397274
"AGL","Aglink - Individual countries","Herrings, sardines, anchovies",2025,4986562.51661286
"AGL","Aglink - Individual countries","Herrings, sardines, anchovies",2026,4990005.02968112
"AGL","Aglink - Individual countries","Herrings, sardines, anchovies",2027,4993619.78728519
"AGL","Aglink - Individual countries","Herrings, sardines, anchovies",2028,4998020.36415733
"AGL","Aglink - Individual countries","Herrings, sardines, anchovies",2029,5002374.21497099
"AGL","Aglink - Individual countries","Herrings, sardines, anchovies",2030,5007500.5488698
"AGL","Aglink - Individual countries","Horseshoe crabs and other arachnoids",2013,1231.0759349183
"AGL","Aglink - Individual countries","Horseshoe crabs and other arachnoids",2014,1201.12215062559
"AGL","Aglink - Individual countries","Horseshoe crabs and other arachnoids",2015,1173.23494696716
"AGL","Aglink - Individual countries","Horseshoe crabs and other arachnoids",2016,1147.23592207592
"AGL","Aglink - Individual countries","Horseshoe crabs and other arachnoids",2017,1122.96551154902
"AGL","Aglink - Individual countries","Horseshoe crabs and other arachnoids",2018,1100.28021823249
"AGL","Aglink - Individual countries","Horseshoe crabs and other arachnoids",2019,1079.05150413513
"AGL","Aglink - Individual countries","Horseshoe crabs and other arachnoids",2020,1059.1630202132
"AGL","Aglink - Individual countries","Horseshoe crabs and other arachnoids",2021,1040.51060637037
"AGL","Aglink - Individual countries","Horseshoe crabs and other arachnoids",2022,1022.99952124246
"AGL","Aglink - Individual countries","Horseshoe crabs and other arachnoids",2023,1006.54388815431
"AGL","Aglink - Individual countries","Horseshoe crabs and other arachnoids",2024,991.065587033685
"AGL","Aglink - Individual countries","Horseshoe crabs and other arachnoids",2025,976.493700368204
"AGL","Aglink - Individual countries","Horseshoe crabs and other arachnoids",2026,962.764513205334
"AGL","Aglink - Individual countries","Horseshoe crabs and other arachnoids",2027,949.818188894004
"AGL","Aglink - Individual countries","Horseshoe crabs and other arachnoids",2028,937.60098525686
"AGL","Aglink - Individual countries","Horseshoe crabs and other arachnoids",2029,926.064146504139
"AGL","Aglink - Individual countries","Horseshoe crabs and other arachnoids",2030,915.161687061405
"AGL","Aglink - Individual countries","King crabs, squat-lobsters",2013,36942.3033972668
"AGL","Aglink - Individual countries","King crabs, squat-lobsters",2014,36136.1198484879
"AGL","Aglink - Individual countries","King crabs, squat-lobsters",2015,35593.0782480635
"AGL","Aglink - Individual countries","King crabs, squat-lobsters",2016,35193.8911288776
"AGL","Aglink - Individual countries","King crabs, squat-lobsters",2017,34886.6114452576
"AGL","Aglink - Individual countries","King crabs, squat-lobsters",2018,34643.0120249643
"AGL","Aglink - Individual countries","King crabs, squat-lobsters",2019,34445.7378551041
"AGL","Aglink - Individual countries","King crabs, squat-lobsters",2020,34283.2086485755
"AGL","Aglink - Individual countries","King crabs, squat-lobsters",2021,34147.3131318881
"AGL","Aglink - Individual countries","King crabs, squat-lobsters",2022,34032.118337809
"AGL","Aglink - Individual countries","King crabs, squat-lobsters",2023,33933.1723430968
"AGL","Aglink - Individual countries","King crabs, squat-lobsters",2024,33847.0641469807
"AGL","Aglink - Individual countries","King crabs, squat-lobsters",2025,33771.1628331265
"AGL","Aglink - Individual countries","King crabs, squat-lobsters",2026,33703.3996635429
"AGL","Aglink - Individual countries","King crabs, squat-lobsters",2027,33642.1782932251
"AGL","Aglink - Individual countries","King crabs, squat-lobsters",2028,33586.2523273409
"AGL","Aglink - Individual countries","King crabs, squat-lobsters",2029,33534.6479681918
"AGL","Aglink - Individual countries","King crabs, squat-lobsters",2030,33486.6125750713
"AGL","Aglink - Individual countries","Lobsters, spiny-rock lobsters",2013,112292.836257334
"AGL","Aglink - Individual countries","Lobsters, spiny-rock lobsters",2014,117516.453724439
"AGL","Aglink - Individual countries","Lobsters, spiny-rock lobsters",2015,119837.263135412
"AGL","Aglink - Individual countries","Lobsters, spiny-rock lobsters",2016,120852.53586145
"AGL","Aglink - Individual countries","Lobsters, spiny-rock lobsters",2017,121580.05943728
"AGL","Aglink - Individual countries","Lobsters, spiny-rock lobsters",2018,122358.115835925
"AGL","Aglink - Individual countries","Lobsters, spiny-rock lobsters",2019,123002.646061691
"AGL","Aglink - Individual countries","Lobsters, spiny-rock lobsters",2020,123617.53791246
"AGL","Aglink - Individual countries","Lobsters, spiny-rock lobsters",2021,124162.559486907
"AGL","Aglink - Individual countries","Lobsters, spiny-rock lobsters",2022,124665.656109886
"AGL","Aglink - Individual countries","Lobsters, spiny-rock lobsters",2023,125124.146875243
"AGL","Aglink - Individual countries","Lobsters, spiny-rock lobsters",2024,125549.000924086
"AGL","Aglink - Individual countries","Lobsters, spiny-rock lobsters",2025,125943.31845203
"AGL","Aglink - Individual countries","Lobsters, spiny-rock lobsters",2026,126312.870752282
"AGL","Aglink - Individual countries","Lobsters, spiny-rock lobsters",2027,126661.139220655
"AGL","Aglink - Individual countries","Lobsters, spiny-rock lobsters",2028,126991.5845338
"AGL","Aglink - Individual countries","Lobsters, spiny-rock lobsters",2029,127306.721441047
"AGL","Aglink - Individual countries","Lobsters, spiny-rock lobsters",2030,127608.634409107
"AGL","Aglink - Individual countries","Miscellaneous aquatic invertebrates",2013,551.919418421068
"AGL","Aglink - Individual countries","Miscellaneous aquatic invertebrates",2014,538.097706066261
"AGL","Aglink - Individual countries","Miscellaneous aquatic invertebrates",2015,525.371336851931
"AGL","Aglink - Individual countries","Miscellaneous aquatic invertebrates",2016,513.632826423371
"AGL","Aglink - Individual countries","Miscellaneous aquatic invertebrates",2017,502.787987459448
"AGL","Aglink - Individual countries","Miscellaneous aquatic invertebrates",2018,492.753159457274
"AGL","Aglink - Individual countries","Miscellaneous aquatic invertebrates",2019,483.454654689137
"AGL","Aglink - Individual countries","Miscellaneous aquatic invertebrates",2020,474.826542030244
"AGL","Aglink - Individual countries","Miscellaneous aquatic invertebrates",2021,466.810646958719
"AGL","Aglink - Individual countries","Miscellaneous aquatic invertebrates",2022,459.354335383339
"AGL","Aglink - Individual countries","Miscellaneous aquatic invertebrates",2023,452.41051364354
"AGL","Aglink - Individual countries","Miscellaneous aquatic invertebrates",2024,445.938182552473
"AGL","Aglink - Individual countries","Miscellaneous aquatic invertebrates",2025,439.898005052489
"AGL","Aglink - Individual countries","Miscellaneous aquatic invertebrates",2026,434.256184516593
"AGL","Aglink - Individual countries","Miscellaneous aquatic invertebrates",2027,428.981694533118
"AGL","Aglink - Individual countries","Miscellaneous aquatic invertebrates",2028,424.047386991854
"AGL","Aglink - Individual countries","Miscellaneous aquatic invertebrates",2029,419.426113782593
"AGL","Aglink - Individual countries","Miscellaneous aquatic invertebrates",2030,415.09626722578
"AGL","Aglink - Individual countries","Miscellaneous coastal fishes",2013,4754633.25506986
"AGL","Aglink - Individual countries","Miscellaneous coastal fishes",2014,4279600.29987693
"AGL","Aglink - Individual countries","Miscellaneous coastal fishes",2015,4296543.19780645
"AGL","Aglink - Individual countries","Miscellaneous coastal fishes",2016,4316833.16405946
"AGL","Aglink - Individual countries","Miscellaneous coastal fishes",2017,4305065.85249218
"AGL","Aglink - Individual countries","Miscellaneous coastal fishes",2018,4290104.6055901
"AGL","Aglink - Individual countries","Miscellaneous coastal fishes",2019,4282365.9229542
"AGL","Aglink - Individual countries","Miscellaneous coastal fishes",2020,4279009.60833412
"AGL","Aglink - Individual countries","Miscellaneous coastal fishes",2021,4278550.23364955
"AGL","Aglink - Individual countries","Miscellaneous coastal fishes",2022,4282232.04842233
"AGL","Aglink - Individual countries","Miscellaneous coastal fishes",2023,4286926.10636402
"AGL","Aglink - Individual countries","Miscellaneous coastal fishes",2024,4293145.78057087
"AGL","Aglink - Individual countries","Miscellaneous coastal fishes",2025,4298383.96314969
"AGL","Aglink - Individual countries","Miscellaneous coastal fishes",2026,4305898.72806834
"AGL","Aglink - Individual countries","Miscellaneous coastal fishes",2027,4313960.2387114
"AGL","Aglink - Individual countries","Miscellaneous coastal fishes",2028,4322815.08594218
"AGL","Aglink - Individual countries","Miscellaneous coastal fishes",2029,4331883.08335659
"AGL","Aglink - Individual countries","Miscellaneous coastal fishes",2030,4341049.29525436
"AGL","Aglink - Individual countries","Miscellaneous demersal fishes",2013,12503240.1652483
"AGL","Aglink - Individual countries","Miscellaneous demersal fishes",2014,11060812.8488973
"AGL","Aglink - Individual countries","Miscellaneous demersal fishes",2015,10034866.2081292
"AGL","Aglink - Individual countries","Miscellaneous demersal fishes",2016,9272864.97172083
"AGL","Aglink - Individual countries","Miscellaneous demersal fishes",2017,8691159.85625996
"AGL","Aglink - Individual countries","Miscellaneous demersal fishes",2018,8237507.93010885
"AGL","Aglink - Individual countries","Miscellaneous demersal fishes",2019,7877651.62193388
"AGL","Aglink - Individual countries","Miscellaneous demersal fishes",2020,7588243.24149149
"AGL","Aglink - Individual countries","Miscellaneous demersal fishes",2021,7352856.04403844
"AGL","Aglink - Individual countries","Miscellaneous demersal fishes",2022,7159635.99249692
"AGL","Aglink - Individual countries","Miscellaneous demersal fishes",2023,6999907.09078302
"AGL","Aglink - Individual countries","Miscellaneous demersal fishes",2024,6867273.06511262
"AGL","Aglink - Individual countries","Miscellaneous demersal fishes",2025,6756701.65730652
"AGL","Aglink - Individual countries","Miscellaneous demersal fishes",2026,6664639.89951063
"AGL","Aglink - Individual countries","Miscellaneous demersal fishes",2027,6585172.82859511
"AGL","Aglink - Individual countries","Miscellaneous demersal fishes",2028,6517668.3538839
"AGL","Aglink - Individual countries","Miscellaneous demersal fishes",2029,6460172.48274057
"AGL","Aglink - Individual countries","Miscellaneous demersal fishes",2030,6411040.83801777
"AGL","Aglink - Individual countries","Miscellaneous diadromous fishes",2013,15469.8036027758
"AGL","Aglink - Individual countries","Miscellaneous diadromous fishes",2014,14979.4352554679
"AGL","Aglink - Individual countries","Miscellaneous diadromous fishes",2015,14534.9016777923
"AGL","Aglink - Individual countries","Miscellaneous diadromous fishes",2016,14130.587534641
"AGL","Aglink - Individual countries","Miscellaneous diadromous fishes",2017,13761.7458794244
"AGL","Aglink - Individual countries","Miscellaneous diadromous fishes",2018,13424.3411481709
"AGL","Aglink - Individual countries","Miscellaneous diadromous fishes",2019,13114.9126118263
"AGL","Aglink - Individual countries","Miscellaneous diadromous fishes",2020,12830.4864984284
"AGL","Aglink - Individual countries","Miscellaneous diadromous fishes",2021,12568.4833405734
"AGL","Aglink - Individual countries","Miscellaneous diadromous fishes",2022,12326.6621718013
"AGL","Aglink - Individual countries","Miscellaneous diadromous fishes",2023,12103.0576801107
"AGL","Aglink - Individual countries","Miscellaneous diadromous fishes",2024,11895.9531943635
"AGL","Aglink - Individual countries","Miscellaneous diadromous fishes",2025,11703.8273603476
"AGL","Aglink - Individual countries","Miscellaneous diadromous fishes",2026,11525.3350148257
"AGL","Aglink - Individual countries","Miscellaneous diadromous fishes",2027,11359.2825821812
"AGL","Aglink - Individual countries","Miscellaneous diadromous fishes",2028,11204.6104597769
"AGL","Aglink - Individual countries","Miscellaneous diadromous fishes",2029,11060.3627612802
"AGL","Aglink - Individual countries","Miscellaneous diadromous fishes",2030,10925.6877508412
"AGL","Aglink - Individual countries","Miscellaneous marine crustaceans",2013,112669.74316271
"AGL","Aglink - Individual countries","Miscellaneous marine crustaceans",2014,115874.77521978
"AGL","Aglink - Individual countries","Miscellaneous marine crustaceans",2015,119053.760382461
"AGL","Aglink - Individual countries","Miscellaneous marine crustaceans",2016,122203.137768911
"AGL","Aglink - Individual countries","Miscellaneous marine crustaceans",2017,125319.594930904
"AGL","Aglink - Individual countries","Miscellaneous marine crustaceans",2018,128399.971794803
"AGL","Aglink - Individual countries","Miscellaneous marine crustaceans",2019,131441.397018101
"AGL","Aglink - Individual countries","Miscellaneous marine crustaceans",2020,134441.178682573
"AGL","Aglink - Individual countries","Miscellaneous marine crustaceans",2021,137396.833560135
"AGL","Aglink - Individual countries","Miscellaneous marine crustaceans",2022,140306.111392325
"AGL","Aglink - Individual countries","Miscellaneous marine crustaceans",2023,143167.065561767
"AGL","Aglink - Individual countries","Miscellaneous marine crustaceans",2024,145977.778716949
"AGL","Aglink - Individual countries","Miscellaneous marine crustaceans",2025,148736.732098393
"AGL","Aglink - Individual countries","Miscellaneous marine crustaceans",2026,151442.407500661
"AGL","Aglink - Individual countries","Miscellaneous marine crustaceans",2027,154093.700774345
"AGL","Aglink - Individual countries","Miscellaneous marine crustaceans",2028,156689.645788712
"AGL","Aglink - Individual countries","Miscellaneous marine crustaceans",2029,159229.138948398
"AGL","Aglink - Individual countries","Miscellaneous marine crustaceans",2030,161711.76564333
"AGL","Aglink - Individual countries","Miscellaneous pelagic fishes",2013,4711758.14352911
"AGL","Aglink - Individual countries","Miscellaneous pelagic fishes",2014,3168367.68581894
"AGL","Aglink - Individual countries","Miscellaneous pelagic fishes",2015,3262611.37247726
"AGL","Aglink - Individual countries","Miscellaneous pelagic fishes",2016,3382455.29721336
"AGL","Aglink - Individual countries","Miscellaneous pelagic fishes",2017,3509599.6638879
"AGL","Aglink - Individual countries","Miscellaneous pelagic fishes",2018,3636541.76866465
"AGL","Aglink - Individual countries","Miscellaneous pelagic fishes",2019,3761406.31863615
"AGL","Aglink - Individual countries","Miscellaneous pelagic fishes",2020,3883377.04265503
"AGL","Aglink - Individual countries","Miscellaneous pelagic fishes",2021,4010661.95639857
"AGL","Aglink - Individual countries","Miscellaneous pelagic fishes",2022,4190531.85495535
"AGL","Aglink - Individual countries","Miscellaneous pelagic fishes",2023,4529019.60963989
"AGL","Aglink - Individual countries","Miscellaneous pelagic fishes",2024,4945658.89802339
"AGL","Aglink - Individual countries","Miscellaneous pelagic fishes",2025,4993754.6554453
"AGL","Aglink - Individual countries","Miscellaneous pelagic fishes",2026,5110846.04568205
"AGL","Aglink - Individual countries","Miscellaneous pelagic fishes",2027,5177378.18694603
"AGL","Aglink - Individual countries","Miscellaneous pelagic fishes",2028,5268295.64613027
"AGL","Aglink - Individual countries","Miscellaneous pelagic fishes",2029,5336809.10902387
"AGL","Aglink - Individual countries","Miscellaneous pelagic fishes",2030,5412339.65854361
"AGL","Aglink - Individual countries","Mussels",2013,6307.39605680098
"AGL","Aglink - Individual countries","Mussels",2014,6544.54580414994
"AGL","Aglink - Individual countries","Mussels",2015,6783.11421166673
"AGL","Aglink - Individual countries","Mussels",2016,7022.78856583334
"AGL","Aglink - Individual countries","Mussels",2017,7263.26482949123
"AGL","Aglink - Individual countries","Mussels",2018,7504.24363882082
"AGL","Aglink - Individual countries","Mussels",2019,7745.41965143866
"AGL","Aglink - Individual countries","Mussels",2020,7986.5035009194
"AGL","Aglink - Individual countries","Mussels",2021,8227.21269397785
"AGL","Aglink - Individual countries","Mussels",2022,8467.26970709147
"AGL","Aglink - Individual countries","Mussels",2023,8706.41055498506
"AGL","Aglink - Individual countries","Mussels",2024,8944.37302140331
"AGL","Aglink - Individual countries","Mussels",2025,9180.91642486711
"AGL","Aglink - Individual countries","Mussels",2026,9415.80164737692
"AGL","Aglink - Individual countries","Mussels",2027,9648.80725513874
"AGL","Aglink - Individual countries","Mussels",2028,9879.71570096881
"AGL","Aglink - Individual countries","Mussels",2029,10108.3312929331
"AGL","Aglink - Individual countries","Mussels",2030,10334.4660399237
"AGL","Aglink - Individual countries","Oysters",2013,180080.811218265
"AGL","Aglink - Individual countries","Oysters",2014,178187.146710852
"AGL","Aglink - Individual countries","Oysters",2015,176455.174606581
"AGL","Aglink - Individual countries","Oysters",2016,174869.839677782
"AGL","Aglink - Individual countries","Oysters",2017,173417.694606072
"AGL","Aglink - Individual countries","Oysters",2018,172086.700134495
"AGL","Aglink - Individual countries","Oysters",2019,170866.238235516
"AGL","Aglink - Individual countries","Oysters",2020,169746.560577571
"AGL","Aglink - Individual countries","Oysters",2021,168719.085570876
"AGL","Aglink - Individual countries","Oysters",2022,167775.938739643
"AGL","Aglink - Individual countries","Oysters",2023,166910.013939527
"AGL","Aglink - Individual countries","Oysters",2024,166115.074404307
"AGL","Aglink - Individual countries","Oysters",2025,165385.129314053
"AGL","Aglink - Individual countries","Oysters",2026,164715.019715583
"AGL","Aglink - Individual countries","Oysters",2027,164099.901466881
"AGL","Aglink - Individual countries","Oysters",2028,163535.380477214
"AGL","Aglink - Individual countries","Oysters",2029,163017.532926601
"AGL","Aglink - Individual countries","Oysters",2030,162542.604205601
"AGL","Aglink - Individual countries","Salmons, trouts, smelts",2013,1249052.36442581
"AGL","Aglink - Individual countries","Salmons, trouts, smelts",2014,1195590.06489691
"AGL","Aglink - Individual countries","Salmons, trouts, smelts",2015,1149338.29073675
"AGL","Aglink - Individual countries","Salmons, trouts, smelts",2016,1109075.71070716
"AGL","Aglink - Individual countries","Salmons, trouts, smelts",2017,1073830.27095655
"AGL","Aglink - Individual countries","Salmons, trouts, smelts",2018,1042824.86075416
"AGL","Aglink - Individual countries","Salmons, trouts, smelts",2019,1015425.89680873
"AGL","Aglink - Individual countries","Salmons, trouts, smelts",2020,991118.086182924
"AGL","Aglink - Individual countries","Salmons, trouts, smelts",2021,969474.007243244
"AGL","Aglink - Individual countries","Salmons, trouts, smelts",2022,950139.033954151
"AGL","Aglink - Individual countries","Salmons, trouts, smelts",2023,932815.708109623
"AGL","Aglink - Individual countries","Salmons, trouts, smelts",2024,917253.467590796
"AGL","Aglink - Individual countries","Salmons, trouts, smelts",2025,903239.340669629
"AGL","Aglink - Individual countries","Salmons, trouts, smelts",2026,890591.692093671
"AGL","Aglink - Individual countries","Salmons, trouts, smelts",2027,879154.416509151
"AGL","Aglink - Individual countries","Salmons, trouts, smelts",2028,868793.009014846
"AGL","Aglink - Individual countries","Salmons, trouts, smelts",2029,859390.84781417
"AGL","Aglink - Individual countries","Salmons, trouts, smelts",2030,850846.3725293
"AGL","Aglink - Individual countries","Scallops, pectens",2013,218422.89805311
"AGL","Aglink - Individual countries","Scallops, pectens",2014,215138.335729073
"AGL","Aglink - Individual countries","Scallops, pectens",2015,215518.998457521
"AGL","Aglink - Individual countries","Scallops, pectens",2016,216983.644639481
"AGL","Aglink - Individual countries","Scallops, pectens",2017,218905.89883822
